,shortcode,date,hashtags,caption,locationid,lat,lng,age,ethnicity,gender,duration,movement,weight,comments,reps
244,Bg0Zms9hZaF,2018-03-27 07-47-07,fitness;fit4lesspeterborough;weightloss;fitnessjourney;fitnessmotivation;peterborough;fitnessgoals;rowing;burpees;havingagoodtime;behealthy;personaltrainer;befitbycosta,If you can dream it you can do it If you want to be more healthy and fit come to me to Personal Training at Fit4less or contact me at 07785611446,800983196703045,52.57434,-0.24614,0,UNK,UNK,60.0,UNK,-1,UNK,
245,ByP4eeiDntg,2019-06-03 12-51-08,,1st time trying this killer CHEST superset from duchon fantastic work utilising the cable Forms off towards the end The struggle is real Keep going until you get it right Check his workout out below 1️⃣ High to low Cable fly variation 4x 15 5 high 5 middle 5 low Superset with 2️⃣ Push up variation 4x 1520 If you can’t do this one just do normal pushups to failure,213094191,37.51502,127.01648,0,UNK,UNK,56.3,UNK,-1,UNK,
246,BzPTyOtDs-d,2019-06-28 04-13-13,WABDL;powerlifting;bench;squat;deadlift;power;strength;chevytrucks;mywifeisanironmancompetitor;ironovercardio;bouldershoulders;350isnext;roofingman,On the road to WABDL World Championships in Las Vegas NV from Nov 1218 2019 was pause benching tonight After his pause sets Kyle did close grip bench He then showed a little tenderness in the shoulder and Creature shut him down Side note Kyle will be on vacation next week Great work Kyle,UNK,UNK,UNK,0,UNK,UNK,48.913000000000004,UNK,-1,UNK,
247,BnYXRT0Al_V,2018-09-06 10-06-20,motivation;fitnessmotivation;fitspiration;fitspo;transformation;transformationinprogress;progressnotperfection;decidecommitsucceed;fitness;fitnesslife;fitnesslifestyle;fitnessblogger;fitnesscoach;fitnessfam;weights;weightlifting;weightliftingjourney;lifting;liftingheavy;trainhard;instalift;justlift;gainz;deadlifting;deadliftsfordays;deadlift;deadlifter;deadlifts;bodymotivation,By far the easiest 180kg has ever gone up Light weight,1020453330,53.816146771,-1.604297609,0,UNK,UNK,6.99,UNK,-1,UNK,
248,BzQ3t8WHcpV,2019-06-28 18-33-05,superset;dropset;bodybuilding;fitness;gym;workout;motivation;fit;fitnessmotivation;fitfam;muscle;training;gymlife;fitspo;fitnessmodel;lifestyle;health;bodybuilder;strong;instafit;fitnessaddict;gymmotivation;gains;diet;body;shredded;crossfit;exercise;flex,BICEPS 💪 🦍 🔥,UNK,UNK,UNK,0,UNK,UNK,41.666000000000004,UNK,-1,UNK,
249,Bn51osIg0Xb,2018-09-19 10-08-14,fitnesstransformation;fitnessjourney;healthylifestyle;strongwomen;chestworkout;personaltrainer;befitbycosta,Chest workout Well done Shirley 💪👍,227561342,52.5833,-0.25,0,UNK,UNK,59.96,UNK,-1,UNK,
250,ByaRjxmDifN,2019-06-07 13-43-08,,Working on my Back,213385402,51.5071148636,-0.1273180524,0,UNK,UNK,17.96,UNK,-1,UNK,
251,Bk42jg8hchp,2018-07-06 11-27-20,bootcamp;glasgow;personaltraining;personaltrainer;training;fatloss;weightloss;musclebuilding;fitness;fitnessmotivation;fitnesslife;fitnessjourney;fitfam;fitlife;fitspiration;weights;weighttraining;deadlift;deadlifts;strength;strong;strongisnotasize;girlswholift;strongnotskinny;gym;gymlife;learntolift;learntoliftbootcamp;learntolifttraining,Its probably an understatement to say that there were a few sore legs at bootcamp yesterday if the wincing and grimaces during the bodyweight squats in the warm up were anything to go by 😬🚑 Tuesdays Paused Squats and Split Squats seem to have worked well 🙌 Nonetheless there was some excellent Deadlifting on display last night👌 Shout out to 🏋️ for hitting a new PB of 150 kg x 3 with more in the tank Hes only been Deadlifting for a short time now and keeps progressing rapidly every week 💪,1441672392612341,55.8551881117,-4.2748044128,0,UNK,UNK,30.07,UNK,-1,UNK,
252,Bre-B1cD7HS,2018-12-17 09-46-23,motivation;fitnessmotivation;fitspo;fitspiration;fitness;fitnesslife;fitnesscoach;gymapparel;gymwear;weighttraining;weights;weightlifting;weightliftingjourney;liftingheavy;liftinglarge;liftheavy;weightliftinglife;lifting;justlift;liftlife;instalift;doyouevenlift;guyswholift;beastmode;gym;gymlife;bodybuilding;trainhard,Getting low on a heavy squat is a mental battle aswell as a physical one,1020453330,53.816146771,-1.604297609,0,UNK,UNK,21.17,UNK,-1,UNK,
253,BuzCSpblZoo,2019-03-09 18-22-19,crossfitlovers;crossfitters;crossfitopenteen;crossfitopen;crossfit,I’m a gymnast nearly,270094466482372,52.0003345705,-2.110303677,0,UNK,UNK,24.659000000000002,UNK,-1,UNK,
254,BohsKsmAdwY,2018-10-04 21-37-45,personaltraining;befitbycosta;nevergiveup;fitness;fitnessgoals;weightlost;strongpeople;fitnessjourney;fitnesstransformation,NEVER stop trying NEVER stop believing NEVER give up Your day will come,227561342,52.5833,-0.25,0,UNK,UNK,52.129,UNK,-1,UNK,
255,BzOVsLJnz2R,2019-06-27 19-00-09,bodybuilding;fitness;gym;workout;motivation;fit;fitnessmotivation;fitfam;muscle;training;gymlife;fitspo;fitnessmodel;lifestyle;health;bodybuilder;healthy;strong;instafit;fitnessaddict;gymmotivation;instagood;abs;gains;diet;body;shredded;crossfit;exercise;bhfyp,🔥 Train with focus and determination team that work a good diet and commitment you won’t be far wrong,UNK,UNK,UNK,0,UNK,UNK,48.3,UNK,-1,UNK,
256,BqbTUGjB6-t,2018-11-21 03-03-11,humpday;sunshinecoast;sunnycoast;bodybuilding;strong;powerlifting;shredding;bulking;deadlift;bench;squat;legday;backday;chestday;abs;shredded;quads;ifbb;chest;workout;fitspo;fitness;motivation;shred;benchpress;fitfam;followforfollow,Weight is up and the waist is down 👌👌,256030059,-26.65,153.067,0,UNK,UNK,3.87,UNK,-1,UNK,
257,BoioytCAhtU,2018-10-05 06-25-20,sunshinecoast;sunnycoast;bodybuilding;strong;powerlifting;shredding;bulking;deadlift;bench;squat;legday;backday;chestday;abs;shredded;quads;ifbb;chest;workout;fitspo;fitness;motivation;shred;benchpress;fitfam;followforfollow,Finishing off with these after a heavy chest and back session is deeeeeeeefinitely one good way to fuck our back up that little bit more 🔥 🔥 🔥,335125698,-26.72795,153.119,0,UNK,UNK,20.389,UNK,-1,UNK,
258,BkcbbVqhLzL,2018-06-25 10-40-42,bootcamp;glasgow;personaltraining;personaltrainer;training;fatloss;weightloss;musclebuilding;fitness;fitnessmotivation;fitfam;fitlife;instafit;instafitness;weights;weighttraining;cardio;conditioning;fatlosstips;fatlossjourney;strength;strong;strongisnotasize;girlswholift;gym;gymlife;learntolift;learntoliftbootcamp;learntolifttraining,Conditioning is an important part of the training at Bootcamp 🏃‍♀️🏃 We love helping people get stronger on the big compound lifts 🏋️‍♀️🏋️ but the conditioning really comes into its own for building cardiovascular and general fitness levels ♥️💦🔥 As well as being great for helping work towards various goals including fat loss 📉⚖️ Its good for the body to get that heart rate going even if it doesnt always feel like it at the time Honest 😬😬🙌,1441672392612341,55.8551881117,-4.2748044128,0,UNK,UNK,20.1,UNK,-1,UNK,
259,BsDQE0pg0m4,2018-12-31 12-04-49,bootcamp;glasgow;personaltraining;personaltrainer;training;fatloss;weightloss;musclebuilding;fitness;fitnessmotivation;fitnesslife;fitnessjourney;fitfam;fitlife;fitspiration;weights;weighttraining;chinup;chinups;pullupmate;calasthenics;strength;strong;gym;gymlife;learntolift;learntoliftbootcamp;learntolifttraining,Another goal achieved for 🏋️‍♂️📈 ✔️ Set of 10 bodyweight Chin Ups A brilliant way to close out 2018 and he made it look easy too 💪🙌🔥,552725738270459,55.8551675501,-4.2746841999,0,UNK,UNK,31.67,UNK,-1,UNK,
260,BuWi6eVjeXx,2019-02-26 16-49-37,deadlift;deadlifts;power;powerlifting;powerliftinglife;lifting;gym;gymlife;puregymkirkstall;tattoos;benchpress;squats;fitnessmotivation;fitness;backworkout;backday;pushday;pullday;legday;bulk;bulking,The moment burley gave up on the press up comp 😂 the gym has to be fun as well,1020453330,53.816146771,-1.604297609,0,UNK,UNK,9.2,UNK,-1,UNK,
261,Bt1kAe1FKP-,2019-02-13 21-25-05,personaltrainer;nevergiveup;fit;fitfam;fitnessjourney;fitness;fitnessmotivation,When someone tries to ruin your workout 😂😂😂,800983196703045,52.57434,-0.24614,0,UNK,UNK,15.19,UNK,-1,UNK,
262,Bk5u8fbAOFV,2018-07-06 19-36-04,bootcamp;riverembankment;personaltraining;befitbycosta;loseweight;buildstrenght;greatcardio;havefun,Costa’s Bootcamp Every Saturday from 11am and Sunday from 1030 Add price is 5 £ Best way to lose weight build strength and endurancegreat cardio and fun Limited spaces available,1017348922,52.5693370676,-0.2365003189,0,UNK,UNK,14.44,UNK,-1,UNK,
263,BzEeGGwDHP-,2019-06-23 22-57-37,1;2;3;4;califit14;nasm;fitness;islandstrongalldaylong;transformation;gainzboxathlete;thestruggleisreal;strongwomen;fitforareason;weightloss;gainz;strength;weightlossjourney;islandstrong;womenwholift;fitnessjourney;trainhard;fighthard;motivation;workout;fitspiration;inspire;inspiration;islandstrong;strongisland;strongisland;lislandstrong,9 MONTH TRANSFORMATION Instead of hearing from me let’s hear directly from Jen and how she obliterated her health and fitness goals in just over 9 months “9 12 months ago I had a very hurtful yet come to Jesus experience that resonated with me and I knew I needed to do something about my weight and health overall Within the last 45 years I had gone on medication for anxiety which definitely contributed to my weight gain been diagnosed with Hoshimotos disease and hit perimenopause Kind of the perfect storm right Not that I am making excuses for the unhealthy person I had become I was not eating right or exercising AT ALL I had started diets in the past but never stuck with them mostly because diets dont work but thats another story I was going to do it RIGHT this time I called on my cousin Carolyn who is a certified expert so I did And guess what She was right I have learned that nutrition is so much about your bodys science count your macros peoplebut that doesnt mean food and eating and meals are no longer enjoyablethey are Even more so maybe And I learned that I am in love with lifting weights It has done so much for my mind body and soulso you are all asking how I did it 1 get your self a kick ass coach like I did Had my back and whispering in my ear even from Long Island the whole way 2 Eat clean count those macros eat protein with every meal limit your sugar even natural sugars 3 Get In The Gym Your body can do amazing things I am astounded with what I can do nowI even started running a little bit GASP Anyone who knows me knows I am NOT a runner 4 Consistency is key You CANT do this part time or half assed All in baby If I can do it so can you I look forward to following your journey”,248685677,44.0,-71.5,0,UNK,UNK,29.13,UNK,-1,UNK,
264,By30pVAgd99,2019-06-19 01-10-01,shoulders;shoulderday;shoulderpress;resistancebands;gym;tryingnewthings;musclegains;shouldergains;melbournefitness;melbournegym;hammerhouse;nightsesh;latenightgym;latenightgymsesh,Loving the use of resistance bands in the gym at the moment These sets last night were negatives for about 5 reps or until it burns and then pumping out quick reps until failure,1016517089,-37.9576111,145.0383301,0,UNK,UNK,30.87,UNK,-1,UNK,
265,BonzOQeFd8q,2018-10-07 06-31-07,powerlifting;squats;sbd;addidas;exercise;lifting;lightweight;easy;deadlift;benchpress;quads;smallcalves,4 weeks out of my first powerlifting competition Dont know whether to be scared or excited,827981936,-31.7796392254,115.9680904841,0,UNK,UNK,30.27,UNK,-1,UNK,
266,Bw327uqg_il,2019-04-30 08-57-20,fatgripz;bicepworkout;melbournegym;bodybuilding;melbournefitness;gym;workout;arm;fitness;bicepcurls,Training with fat grips to get the forearms growing 💪,1016517089,-37.9576111,145.0383301,0,UNK,UNK,15.59,UNK,-1,UNK,
267,BnLJ66SlUWT,2018-09-01 07-22-19,fitness;fit;fitnessmotivation;fitnesslifestyle;hardwork;back;instafitfam;instagram;instafitness;thefitnessnet;fitnessphysique;fitnesslover;gymislife;fitstagram;instamuscle;biceps;bicepworkout;triceps;barbell;bar;backworkout;back;cable;dedication;courage;innerbeastclothing;bicepworkout;biceps;gohardorgohome;gymshark;backworkout;physiqueapparel,These are reverse incline dumbell rowsnow this variation is very useful for your upper back And pause reps will get the blood flow going in the whole back So focus on your form And most importantly dont forget to breathe ✌️,UNK,UNK,UNK,0,UNK,UNK,36.249,UNK,-1,UNK,
268,Bi9Yw9GhWRV,2018-05-19 12-34-56,peterborough;bootcamp;healthylife;bestrong;behealthy;saturdayfun;sundayworkout;nevergiveup;personaltrainer;befitbycosta,Come where the sweat and fun come together 😂😂💪👍 join the Hardest boot camp in Embankment Peterborough every Saturday from 11 am and Sunday from 1030 Be strong be healthy be different💪💪💪,227561342,52.5833,-0.25,0,UNK,UNK,33.0,UNK,-1,UNK,
269,BjUEJTwBvrv,2018-05-28 08-04-42,wff;nabba;msphysique;wfffigureextreme;bodybuilding;nabbawffsydneygrandclassic2018,Words cannot even describe how I feel after that weekend I am in awe of myself and what I have achieved considering where I came from I did this all on my own I manifested this from the very beginning It may have taken a while but I set out to do this and nothing or no one was stopping me I had to lose 70kgs have 2 major excess skin removal ops recover and train all over again and then comp prep for 7 months So yeah I am fkn proud of myself The whole experience from Nails makeup heels posing routine backstage and onstage was just the most amazing thing to have done and I cannot wait to do it again Canberra Classic SEPTEMBER here I come with an even better package Legs will be better this time round wffnsw wffaustralia garrett64 bykaz hairnails,UNK,UNK,UNK,0,UNK,UNK,5.733,UNK,-1,UNK,
270,BT02cMJA6fn,2017-05-08 09-08-57,boxing;highprotein;strong;cutting;gym;gymselfie;lifting;weights;heavylifting;hiit;hiitworkout;healthy;weightloss;weightlossjourney;weightlifting;lowcarb;bodybuilding;sixpackabs;musclebuilding;abs;fullbodyworkout;gymrat;newbalance;tattoos;tatts;eatclean;eatcleantraindirty;cleaneating;intermittentfasting;fasting,It has been a while Oh how I have missed boxing 🥊,230466545,,,0,UNK,UNK,39.461,UNK,-1,UNK,
271,BzOR4mPnjLm,2019-06-27 18-28-14,shoulders;fitness;gym;bodybuilding;workout;fit;abs;fitnessmotivation;biceps;motivation;chest;gains;muscle;fitfam;gymlife;arms;training;triceps;gymmotivation;instafit;back;strong;bodybuilder;fitspo;beastmode;physique;legs;muscles;strength;bhfyp,🔥 BOULDERS 🔥 get round get wide get masssive Still not suffering from strength yett,221309383,52.4083333333,0.5566666667,0,UNK,UNK,51.466,UNK,-1,UNK,
272,BiHyCcpgAJO,2018-04-28 16-56-47,,OnPointe is getting upgraded We’re having a launch on May 7th with brand new classes What are they 🤔 — Stay tuned to find out 👀,257796984,37.799973,-122.440834,0,UNK,UNK,30.0,UNK,-1,UNK,
273,BlXrtxiDyvY,2018-07-18 10-50-24,bootcamp;glasgow;personaltraining;personaltrainer;training;fatloss;weightloss;musclebuilding;fitness;fitnessmotivation;fitnesslife;fitnessjourney;fitfam;fitlife;fitspiration;weights;weighttraining;squats;strength;strong;strongisnotasize;girlswholift;strongnotskinny;powerlifting;gym;gymlife;learntolift;learntoliftbootcamp;learntolifttraining,After a few training cycles of Box Squats 📦 traditional style Squats 🏋️‍♀️🏋️ marked the start of the new block of Bootcamp last night 🎊🎉 As the saying goes we did hunners a reps 💪😬😂 The sore legs today no doubt distracted everyone from the sadness 😭 they felt from not being able to do the fan favourite Box Squats for the time being 😜😁 As always brilliant effort from everyone and some tasty lifting 🙌,1441672392612341,55.8551881117,-4.2748044128,0,UNK,UNK,48.07,UNK,-1,UNK,
274,ByLcqW4HSeP,2019-06-01 19-28-55,bootcamps;personaltraining;nevergiveup;peterborough;fit;fitfam;strongwomen;fitnessjourney;nopainnogain;personaltrainer,Every Saturday from 1030 am Costa’s Bootcamp at River Embankment £5 a person Best way to push your limits 💪👍,1017348922,52.5693370676,-0.2365003189,0,UNK,UNK,49.84,UNK,-1,UNK,
275,BuyuWf7A0tu,2019-03-09 15-33-32,bootcamp;glasgow;personaltraining;personaltrainer;training;fatloss;musclebuilding;fitness;fitnessmotivation;fitnesslife;fitnessjourney;fitfam;fitlife;fitspiration;weights;weighttraining;trapbardeadlift;trapbar;strength;strong;strongisnotasize;girlswholift;strongnotskinny;gym;gymlife;learntolift;learntoliftbootcamp;learntolifttraining,Superb progress from coia 📈🔥 A number of weeks ago we set a goal of hitting 100 kg on the Trap Bar Deadlift LeighAnne put in the hard work week on week to build up to it and yesterday surpassed that goal by hitting 105 kg 🎯✔️ Great job LeighAnne 🙌🏋️‍♀️,552725738270459,55.8551675501,-4.2746841999,0,UNK,UNK,4.59,UNK,-1,UNK,
276,BwUf_ZNjUA_,2019-04-16 14-50-52,,The reward is received when you’ve pushed yourself enough No one said it was easy Exhausted my pecs today,213385402,51.5071148636,-0.1273180524,0,UNK,UNK,17.92,UNK,-1,UNK,
277,BcE3KSwjthC,2017-11-29 10-35-32,progression;progessioniskey;bulking;bulkingseason;highprotein;strong;gym;gymselfie;lifting;weights;heavylifting;hiit;hiitworkout;healthy;weightgain;weightgainjourney;weightlifting;highcarb;bodybuilding;sixpackabs;musclebuilding;abs;fullbodyworkout;gymrat;eatclean;eatcleantraindirty;cleaneating,Try this 21set for delts Kills🔥🔥,1045775898900388,53.80351,-1.5799399,0,UNK,UNK,51.0,UNK,-1,UNK,
278,BT2U4M6Ahq_,2017-05-08 22-54-09,buildyourself;buildyourselfonpointe;onpointesf;onpointetrainingsf;creeper;sf;getfit;gethealthy;getstrong;Pilates;pilatesgirl;pilatesbodies;pilatesallday;pilatesfit;fitness;mondaymotivation;movementmonday;dancelikeacameraisfilming;fitfam;pilateseveryday;training;ToDreamToDo,Moving into Monday with a little Pilates and some hip action⠀ ⠀ ⠀ ⠀ ⠀,257796984,37.799973,-122.440834,0,UNK,UNK,7.466,UNK,-1,UNK,
279,BwlvnftHNxM,2019-04-23 07-32-44,melbourne;bodybuilding;strong;powerlifting;shredding;bulking;deadlift;bench;squat;legday;backday;chestday;abs;shredded;quads;ifbb;chest;workout;fitspo;fitness;motivation;shred;benchpress;fitfam;followforfollow,100kg dumbbell stiff leg dead’s and still don’t have a good set of hamstrings 🤦‍♂️,1987326174923317,-37.90046,145.13768,0,UNK,UNK,29.73,UNK,-1,UNK,
280,Bi7ftRChAw_,2018-05-18 18-57-00,tabataworkout;havingfun;fitness;fitnessjourney;peterbourough;burpees;personaltrainer;befitbycosta,What is better than one “Tabata workout “ 10 “Tabata workouts” 😂😂😂👍💪👍💪,227561342,52.5833,-0.25,0,UNK,UNK,51.0,UNK,-1,UNK,
281,BzOZI5DAYbk,2019-06-27 19-26-59,,Oh you know just over here squating 235 for 3 its been a minute and this was heavy trying out my new 9mm knee sleeves they were amazing for the shirt size large for the PR knee sleeves For the leggings,UNK,UNK,UNK,0,UNK,UNK,59.99800000000001,UNK,-1,UNK,
282,Bz6u_lUHu7k,2019-07-15 00-44-11,abworkout;core;cardio;corework;cardioworkout;sixpacks;shoulderworkout;bicepworkout;tricepsworkout;hammies;quadworkout;glute;legsworkout;peachworkout;strongwomen;girlsthatlift;girlswithmuscle;fitspiration;homeworkout;workoutathome;motivation;workoutmotivation;workoutroutine;gymmotivation;gymrat;bodybuilding;fitnessmotivation;bikini;teamryderwear,repost via from 🖤 Ab Work Sunday 🖤 What are you up todid you do this Sunday Did you get a workout in Brunching Family time Let me know in the comments below 👇🏼 My Sunday consisted of some stairmaster 30 mins ab work 4 rounds of these and some chill time 🧘🏽‍♀️ Don’t forget to give this a LIKE 🖤 SAVE 🗂 for later and TAG 🏷 👭 that wants that summer washboard 😜 Wearing 🖤 SWM NEONUDE Active bottoms and bra set in XSOn SALE NOW Link in bio Use code SG10 for additional discount 🥰 REMEMBER Mindmuscle connection Squeeze feel touch think about the working muscle 🧠💪🏼 Tag me if you do post my workouts and you’ll end up on my story 😍 Enjoy 😊,UNK,UNK,UNK,0,UNK,UNK,23.533,UNK,-1,UNK,
283,BwFEiu6Dn2f,2019-04-10 15-07-48,bootcamp;glasgow;personaltraining;personaltrainer;training;fatloss;musclebuilding;fitness;fitnessmotivation;fitnesslife;fitnessjourney;fitfam;fitlife;fitspiration;weights;weighttraining;trapbar;trapbardeadlift;strength;strong;liftingweights;gym;gymlife;learntolift;learntoliftbootcamp;learntolifttraining,7 weeks ago we posted about hitting the huge milestone of 180 kg on the Trap Bar Deadlifts Following this we put together a plan 📝 to build up to our next targets 🎯 of 190 kg and eventually 200 kg Today all the hard work put in over those weeks paid off with Ross knocking out the 190 kg with 200 kg following 5 mins later 💪🔥 More outstanding progress from Ross and yet again showing that hard work pays off 📈🏋️‍♂️🙌,552725738270459,55.8551675501,-4.2746841999,0,UNK,UNK,5.09,UNK,-1,UNK,
284,Bg0Z8GzBbd_,2018-03-27 07-48-45,fitness;fit4lesspeterborough;weightloss;fitnessjourney;fitnessmotivation;peterborough;personaltrainer;befitbycosta,If you can dream it you can do it If you want to be more healthy and fit come to me to Personal Training at Fit4less or contact me at 07785611446,800983196703045,52.57434,-0.24614,0,UNK,UNK,60.0,UNK,-1,UNK,
285,Bk4ixd3l2S6,2018-07-06 08-33-08,fitness;fit;fitnessmotivation;fitnesslifestyle;hardwork;back;instafitfam;instagram;instafitness;thefitnessnet;fitnessphysique;fitnesslover;gymislife;fitstagram;instamuscle;delts;reardelts;chestday;chest;nevergiveup;innerbeastclothing,Finally benching more than 2 plates 140×3sets Now bench press is a great compound movement ectomorphs should incorporate this exercise instead of isolation ones,UNK,UNK,UNK,0,UNK,UNK,18.48,UNK,-1,UNK,
286,B0uRsSehqEb,2019-08-04 01-12-55,Snowboarding;fallscreek;friends;niceday;rojosnow,Another Day on the board Each time I feel I am progressing which is a nice feeling This is harder than it looks Thanks for a great day layton Becs always so patient with me even when she’s actually annoyed 😂🙏🏻 love you 😍,223007496,-36.8651500223,147.2723937035,0,UNK,UNK,60.3,UNK,-1,UNK,
287,BjrmzmKAhbt,2018-06-06 11-24-36,fitness;fitnessjourney;fitnessdetermination;backworkout;stronglady;over60;womenpower;peterborough;personaltrainer;befitbycosta,Age is just a number Hard work and dedication and an awesome PT me 😂😂 brings excellent result💪💪💪,227561342,52.5833,-0.25,0,UNK,UNK,26.0,UNK,-1,UNK,
288,Bn_fgeUgppa,2018-09-21 14-50-54,motivation;fitnessmotivation;fitspo;fitspiration;fitness;fitnesslife;fitnesscoach;gymapparel;gymwear;weighttraining;weights;weightlifting;weightliftingjourney;liftingheavy;liftinglarge;liftheavy;weightliftinglife;lifting;justlift;liftlife;instalift;doyouevenlift;guyswholift;beastmode;gym;gymlife;bodybuilding;trainhard,100kg bent over row into pull pull ups 🏋🏻‍♂️🏋🏻‍♂️ say hi silvafitness,1020453330,53.816146771,-1.604297609,0,UNK,UNK,34.7,UNK,-1,UNK,
289,Bk5UHcEgD3j,2018-07-06 15-46-39,personaltrainer;byfitbycosta;boxercise;riverembankment;fitness;peterborough,Smashing it out boxercise bootcamp at the embankment,227561342,52.5833,-0.25,0,UNK,UNK,25.2,UNK,-1,UNK,
290,BjuHsYnhJkG,2018-06-07 10-53-18,bootcamp;glasgow;personaltraining;personaltrainer;training;fatloss;weightloss;musclebuilding;fitness;fitnessmotivation;fitnessgoals;workout;getstrong;fitfam;fitlife;instafit;instafitness;weights;weighttraining;deadlift;powerlifting;strength;strong;girlswholift;gym;gymlife;learntolift;learntoliftbootcamp;learntolifttraining,Whenever we have a break for a holiday ☀️🏖️🍻 it takes us a week or two to get back up to full speed on the other hand comes right back in and smashes out a new 5 rep PB on Deadlifts of 100 kg 💪🏋️‍♀️🙌 Great job Ruth 🎉,1441672392612341,55.8551881117,-4.2748044128,0,UNK,UNK,15.0,UNK,-1,UNK,
291,Bn06NuNh2C8,2018-09-17 12-47-21,,⭐Bench Pressing ⭐ Heres some more footage 🎥 from Saturdays Bench Pressing 🏋️‍♀️ Everyone in the video is a very strong at the movement 💪 but what is most interesting to note possibly just for lifting geeks like us 🤓😬 is the range of different styles From wide grip ⬅️➡️ to narrow grip ➡️⬅️ small arch to big arch foot position 👣 and so on More than anything this goes to show that you need to find a style that suits you and your strengths 🏅 For example a wider grip ⬅️➡️ tends to favour those stronger in the pecs and a close grip ➡️⬅️ people who are more tricep dominant A wider foot position 👟 helps those who have trouble keeping their bum 🍑 on the bench do so but sometimes at the expense of leg drive yep thats right if you bench press properly your legs are involved in the movement 😲 Regardless of what style suits you best there are a few fundamentals 🏗️ that everyone in the video has in common that ensures they have really good technique 👌 and get the most out of the lift ✔️Eyes under the bar when setting up 👀 🔹This ensures you have good clearance from the hooks when the bar is lifted out and you are benching ✔️Shoulder blades pulled back down 🔹This helps create an arch in your back something that is very good for shoulder health 🏥 and essentially puts you in as strong 💪 and as safe 🛡️ a position as possible ✔️Foot position 👣 🔹Feet hips are pulled back to shorten the distance between them and the shoulders The feet are also driven into the ground and do not move This helps to create the arch and to set a strong and stable base 🏛️ to press from ✔️A full range of motion 🏋️‍♀️ 🔹The bar touches the chest around sternum area and is pressed slightly backwards towards the face on the way up until the elbows are locked Its well documented in the research 📖 that a full range of motion yields the best results ✔️ Alligment of elbows under the wrists 🔹Again this puts you in the strongest 💪 and safest 🛡️ position allowing you to get the most out of the lift ✔️ Breathing 🌬️ 🔹 Big breath of air at the top of each rep and breathing out just past the sticking point,552725738270459,55.8551675501,-4.2746841999,0,UNK,UNK,20.33,UNK,-1,UNK,
292,BSQo8miAwA0,2017-03-30 11-06-59,lowcarbs;highprotein;strong;cutting;gym;gymselfie;lifting;weights;heavylifting;hiit;hiitworkout;healthy;weightloss;weightlossjourney;weightlifting;lowcarb;bodybuilding;sixpackabs;musclebuilding;abs;fullbodyworkout;gymrat;newbalance;tattoos;tatts;eatclean;eatcleantraindirty;cleaneating;intermittentfasting;fasting,More body weight exercise Shit light tho,230466545,,,0,UNK,UNK,16.868,UNK,-1,UNK,
293,BzC1hMDhbmp,2019-06-23 07-46-37,inspiring;model;fitnessmodel;amazingphil;pullupsewin;bodybuilding;crossfit;crunchy;instagrambodybuilding;strengthtraining;atletics;resistancetraining;dieta;sundays;mood;workoutinspiration;lifting;fitness;wfbb;personaltrainer;champion;bowling;exercised;tbt;newcastleupontyne;cutecouples;food;motivations;fitcopsworkoutbriefing;abdominales,I love this gameBowling mood🎳🐍,214386013,37.0414841741,27.4109885212,0,UNK,UNK,10.03,UNK,-1,UNK,
294,BiMB35VAyLk,2018-04-30 08-31-55,gym;gymselfie;powerlifting;squats;benchpress;deadlifts;lifting;bodybuilding;fitnessmotivation;motivation;fitnesstransformation;transformation;asthenics;gymlife;fitfam;fitness;gymtime;xercise4less;myyellowgym;progressnotperfection;progress,130x3 paused reps Lifts are going really well,1045775898900388,53.80351,-1.5799399,0,UNK,UNK,21.0,UNK,-1,UNK,
295,B0Qid6UAvBE,2019-07-23 11-57-55,bootcamp;glasgow;personaltraining;personaltrainer;training;fatloss;musclebuilding;fitness;fitnessmotivation;fitnesslife;fitnessjourney;fitfam;fitlife;fitspiration;weights;weighttraining;boxjump;jump;jumping;plyometrics;strength;strong;gym;gymlife;learntolift;learntoliftbootcamp;learntolifttraining,sticking a 42 inch Box Jump 📦🤾 this morning He has come a long long way from where we started out on the 18 jumps 📈🔥 Nice one Adam 👏,552725738270459,55.8551675501,-4.2746841999,0,UNK,UNK,1.666,UNK,-1,UNK,
296,BtTRUvDj77w,2019-01-31 13-47-52,highprotein;bodybuildingmotivation;benchpress;lifting;gymselfie;flexing;armsworkout;arms;biceps;power;powerlifting;deadlift;fitfam;abs;fitnessmotivation;motivation;pushworkout;workoutmotivation;workout;gymlife;fitness;fitfam;transformation,This takes some serious skill and strength Pistol squats are hard AF well done adan smashing it Come and get strong For enquires Markseabournept com 07432078818,1020453330,53.816146771,-1.604297609,0,UNK,UNK,7.1,UNK,-1,UNK,
297,BnWg63NAsuI,2018-09-05 16-51-51,personaltraining;befitbycosta;tricepsworkout;nopainogain;fitness;stronglady;ladythatlift;healthylifestlyle,Skinny girls look good in clothes Fit girls look good Naked,227561342,52.5833,-0.25,0,UNK,UNK,10.93,UNK,-1,UNK,
298,BkY_PQsgE9g,2018-06-24 02-21-49,bodybuilding;strong;powerlifting;philheath;shredding;bulking;deadlift;bench;squat;legday;backday;chestday;abs;shredded;protein;quads;ifbbaustralia;ifbb;supplements;chest;workout;fitspo;fitness;motivation;shred;benchpress;fitfam;followforfollow,Hitting Tits and repping out the 70’s with the horse muff mad session 👌👌,1024215362,-12.37481,130.88276,0,UNK,UNK,28.75,UNK,-1,UNK,
